Date,Lat,Long,Surface_layer,Middle_layer,RootZone_layer,TP_cum,Temp_avg,WS_avg,RH_avg,SR_cum,LAI_HV,LAI_LV,PEv_cum,TEv_cum
24/06/2023,34.71,108.31,0.18451,0.17006,0.16865,0.015829986,19.4639894,1.768135543,69.34421771,5932.517289,2.249248321,1.774687371,4.534385872,3.436949487
25/06/2023,34.71,108.31,0.1777,0.16371,0.158,0.001526618,23.04451483,1.766918758,57.71740238,7839.763562,2.249473892,1.778281608,6.255357569,4.850562901
26/06/2023,34.71,108.31,0.17382,0.16492,0.14767,0.000286241,22.53703825,1.977757113,61.12627875,5030.025824,2.249641688,1.781872196,4.506126792,3.293246869
27/06/2023,34.71,108.31,0.16644,0.15648,0.14734,0.036301121,24.33606983,1.621777669,56.76601625,7777.320392,2.249846004,1.785477758,6.595877134,4.798015625
28/06/2023,34.71,108.31,0.15273,0.1457,0.14587,0,25.47148638,2.201200842,42.69451542,7998.342136,2.250018117,1.789077117,7.476936924,5.042075639
29/06/2023,34.71,108.31,0.12989,0.11814,0.14513,0.16015203,26.65682979,1.732781169,46.61671396,7841.50331,2.2502311,1.792680271,7.206869601,4.465996753
30/06/2023,34.71,108.31,0.11418,0.11274,0.1444,0.506942595,24.92511996,1.818337165,60.29930342,6529.807394,2.250393154,1.796291863,6.158021398,3.438395929
01/07/2023,34.71,108.31,0.13899,0.13629,0.14456,1.176754444,22.07367967,1.611840717,64.56676238,3937.231515,2.250551917,1.799310933,3.309052857,1.925802547
02/07/2023,34.71,108.31,0.09378,0.0997,0.14472,0.113178472,23.436025,1.331951878,50.93603492,7766.424984,2.2507174,1.802288133,6.490725637,3.363975181
03/07/2023,34.71,108.31,0.09183,0.09745,0.14505,0,25.30541992,2.25165449,44.41999821,8278.264548,2.250927167,1.805889404,7.573538793,3.174778875
04/07/2023,34.71,108.31,0.11362,0.10679,0.14096,0.442725086,24.53248088,2.602226275,59.66572942,6257.266689,2.251091792,1.809490808,6.136721168,2.215148478
05/07/2023,34.71,108.31,0.12055,0.11701,0.14407,2.102514906,20.71982838,3.926532517,72.12159663,3152.825771,2.251306417,1.813090279,3.668977573,1.063007084
06/07/2023,34.71,108.31,0.20034,0.16442,0.17417,7.029983726,17.90176383,3.276800045,91.45801208,1520.758093,2.25148265,1.816703883,1.404841246,1.188418665
07/07/2023,34.71,108.31,0.20026,0.17003,0.16036,1.102381585,18.76976529,1.276064412,91.66581729,2115.624744,2.251671213,1.820295496,1.496424431,0.979347401
08/07/2023,34.71,108.31,0.13637,0.13427,0.15533,0,22.216858,1.57797665,72.38929471,5156.35718,2.251865721,1.823914646,4.212222092,2.259718582
09/07/2023,34.71,108.31,0.11488,0.114,0.14745,0,23.83110558,1.304844107,54.300598,6085.562277,2.252053296,1.827493225,5.579481841,2.988365643
10/07/2023,34.71,108.31,0.0902,0.09908,0.13475,0.00080093,26.18445838,1.465687784,52.00743171,7051.937051,2.252245558,1.831115238,6.654288225,3.294793085
11/07/2023,34.71,108.31,0.10022,0.1043,0.13608,0.205347916,25.83789058,1.782711608,61.35382842,7328.542275,2.252435625,1.834691608,6.405365363,2.727913354
12/07/2023,34.71,108.31,0.0849,0.09237,0.12897,0.000610102,25.93893429,2.261537063,52.45450321,7839.109845,2.252639529,1.838322238,7.459233845,2.43712018
13/07/2023,34.71,108.31,0.08546,0.09268,0.12984,0.00217388,24.72365325,2.33732533,53.37155367,6976.405046,2.252809538,1.841906463,6.90947756,1.836728559
14/07/2023,34.71,108.31,0.08627,0.09359,0.13103,0.142937835,25.97768154,2.059298435,48.7967025,7650.372871,2.253029183,1.845522842,7.30154849,1.940090768
15/07/2023,34.71,108.31,0.10761,0.11197,0.14713,3.007270493,26.60952758,1.815068347,59.61714604,6110.524248,2.253083088,1.848840717,5.671399753,1.977304484
16/07/2023,34.71,108.31,0.19461,0.1743,0.15745,34.72583284,25.10282383,2.650913183,76.20457688,4773.780689,2.252711438,1.848187079,4.795046441,1.798363082
17/07/2023,34.71,108.31,0.18481,0.17294,0.15732,1.157651017,24.10483813,1.251505304,82.66401883,4894.769595,2.252301367,1.846232663,4.070183675,3.141861746
18/07/2023,34.71,108.31,0.16544,0.15597,0.15661,0.054198099,26.54216513,1.319764699,62.18988783,7655.166624,2.251900096,1.844244229,6.619660519,4.634397765
19/07/2023,34.71,108.31,0.14774,0.13433,0.15286,0,27.4724425,2.474273632,56.36430858,7998.500238,2.251488246,1.842290567,7.375995881,4.624851023
